order_id,customer_id,order_date,product_name,category,quantity,unit_price,line_item_total
ORD-5101,CUST-1013,01-05-2024,Fairlife 2% Milk,Juices & Plant-Based,5,4.5,22.5
ORD-5101,CUST-1013,01-05-2024,Coca-Cola Classic,Carbonated Soft Drinks,11,1.5,16.5
ORD-5102,CUST-1050,20-05-2024,Kinley Water 500ml,Hydration,11,1,11
ORD-5103,CUST-1099,16-01-2025,Kinley Water 500ml,Hydration,12,1,12
ORD-5104,CUST-1063,02-03-2025,Fairlife Protein Shake,Juices & Plant-Based,4,5,20
ORD-5104,CUST-1063,02-03-2025,Kinley Water 500ml,Hydration,6,1,6
ORD-5104,CUST-1063,02-03-2025,Sprite,Carbonated Soft Drinks,11,1.45,15.95
ORD-5105,CUST-1024,13-11-2024,Kinley Soda,Hydration,12,1.2,14.4
ORD-5105,CUST-1024,13-11-2024,Fairlife Protein Shake,Juices & Plant-Based,11,5,55
ORD-5105,CUST-1024,13-11-2024,Kinley Soda,Hydration,3,1.2,3.6
ORD-5106,CUST-1080,19-02-2024,Fanta Orange,Carbonated Soft Drinks,8,1.45,11.6
ORD-5107,CUST-1004,23-10-2024,Fairlife 2% Milk,Juices & Plant-Based,3,4.5,13.5
ORD-5107,CUST-1004,23-10-2024,Diet Coke,Carbonated Soft Drinks,5,1.5,7.5
ORD-5107,CUST-1004,23-10-2024,Minute Maid Orange Juice,Juices & Plant-Based,12,2.5,30
ORD-5108,CUST-1053,30-03-2024,Coke Zero Sugar,Carbonated Soft Drinks,9,1.6,14.4
ORD-5108,CUST-1053,30-03-2024,Minute Maid Orange Juice,Juices & Plant-Based,9,2.5,22.5
ORD-5109,CUST-1064,12-04-2025,Honest Tea Peach,Tea & Coffee,3,2.2,6.6
ORD-5109,CUST-1064,12-04-2025,Fanta Orange,Carbonated Soft Drinks,8,1.45,11.6
ORD-5109,CUST-1064,12-04-2025,Fairlife Protein Shake,Juices & Plant-Based,5,5,25
ORD-5110,CUST-1095,21-03-2025,Fairlife Protein Shake,Juices & Plant-Based,2,5,10
ORD-5110,CUST-1095,21-03-2025,Monster Energy Original,Energy Drinks,2,3.5,7
ORD-5110,CUST-1095,21-03-2025,Coke Zero Sugar,Carbonated Soft Drinks,4,1.6,6.4
ORD-5111,CUST-1086,05-01-2025,Honest Tea Peach,Tea & Coffee,9,2.2,19.8
ORD-5111,CUST-1086,05-01-2025,Minute Maid Orange Juice,Juices & Plant-Based,2,2.5,5
ORD-5111,CUST-1086,05-01-2025,Fairlife Protein Shake,Juices & Plant-Based,7,5,35
ORD-5111,CUST-1086,05-01-2025,Coca-Cola Classic,Carbonated Soft Drinks,5,1.5,7.5
ORD-5112,CUST-1068,04-03-2024,Minute Maid Orange Juice,Juices & Plant-Based,11,2.5,27.5
ORD-5112,CUST-1068,04-03-2024,Fairlife 2% Milk,Juices & Plant-Based,11,4.5,49.5
ORD-5112,CUST-1068,04-03-2024,Fanta Orange,Carbonated Soft Drinks,10,1.45,14.5
ORD-5112,CUST-1068,04-03-2024,Minute Maid Lemonade,Juices & Plant-Based,11,2.25,24.75
ORD-5113,CUST-1047,25-02-2024,Monster Energy Original,Energy Drinks,1,3.5,3.5
ORD-5113,CUST-1047,25-02-2024,Kinley Water 500ml,Hydration,9,1,9
ORD-5114,CUST-1041,13-04-2025,Kinley Soda,Hydration,2,1.2,2.4
ORD-5114,CUST-1041,13-04-2025,Kinley Soda,Hydration,8,1.2,9.6
ORD-5115,CUST-1089,03-06-2024,Diet Coke,Carbonated Soft Drinks,3,1.5,4.5
ORD-5115,CUST-1089,03-06-2024,Coca-Cola Classic,Carbonated Soft Drinks,1,1.5,1.5
ORD-5115,CUST-1089,03-06-2024,Fanta Orange,Carbonated Soft Drinks,8,1.45,11.6
ORD-5115,CUST-1089,03-06-2024,Diet Coke,Carbonated Soft Drinks,2,1.5,3
ORD-5116,CUST-1030,30-03-2025,Minute Maid Lemonade,Juices & Plant-Based,8,2.25,18
ORD-5116,CUST-1030,30-03-2025,Minute Maid Orange Juice,Juices & Plant-Based,11,2.5,27.5
ORD-5117,CUST-1095,22-12-2024,Kinley Water 500ml,Hydration,12,1,12
ORD-5117,CUST-1095,22-12-2024,Fairlife 2% Milk,Juices & Plant-Based,3,4.5,13.5
ORD-5117,CUST-1095,22-12-2024,Minute Maid Lemonade,Juices & Plant-Based,11,2.25,24.75
ORD-5117,CUST-1095,22-12-2024,Diet Coke,Carbonated Soft Drinks,8,1.5,12
ORD-5118,CUST-1078,27-07-2024,Coca-Cola Classic,Carbonated Soft Drinks,12,1.5,18
ORD-5118,CUST-1078,27-07-2024,Minute Maid Orange Juice,Juices & Plant-Based,4,2.5,10
ORD-5118,CUST-1078,27-07-2024,Monster Energy Original,Energy Drinks,8,3.5,28
ORD-5119,CUST-1030,13-03-2025,Diet Coke,Carbonated Soft Drinks,11,1.5,16.5
ORD-5119,CUST-1030,13-03-2025,Minute Maid Orange Juice,Juices & Plant-Based,9,2.5,22.5
ORD-5119,CUST-1030,13-03-2025,Kinley Soda,Hydration,6,1.2,7.2
ORD-5120,CUST-1007,22-07-2024,Sprite,Carbonated Soft Drinks,2,1.45,2.9
ORD-5120,CUST-1007,22-07-2024,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5120,CUST-1007,22-07-2024,Diet Coke,Carbonated Soft Drinks,11,1.5,16.5
ORD-5121,CUST-1027,24-11-2024,Coca-Cola Classic,Carbonated Soft Drinks,6,1.5,9
ORD-5122,CUST-1031,05-03-2024,Diet Coke,Carbonated Soft Drinks,9,1.5,13.5
ORD-5122,CUST-1031,05-03-2024,Sprite,Carbonated Soft Drinks,10,1.45,14.5
ORD-5123,CUST-1027,20-02-2025,Minute Maid Orange Juice,Juices & Plant-Based,3,2.5,7.5
ORD-5123,CUST-1027,20-02-2025,Fairlife Protein Shake,Juices & Plant-Based,10,5,50
ORD-5124,CUST-1000,21-05-2024,Coke Zero Sugar,Carbonated Soft Drinks,9,1.6,14.4
ORD-5124,CUST-1000,21-05-2024,Fanta Orange,Carbonated Soft Drinks,3,1.45,4.35
ORD-5125,CUST-1014,04-12-2024,Coke Zero Sugar,Carbonated Soft Drinks,1,1.6,1.6
ORD-5126,CUST-1045,08-02-2025,Kinley Water 500ml,Hydration,6,1,6
ORD-5126,CUST-1045,08-02-2025,Coca-Cola Classic,Carbonated Soft Drinks,3,1.5,4.5
ORD-5127,CUST-1033,27-01-2024,Fairlife 2% Milk,Juices & Plant-Based,7,4.5,31.5
ORD-5127,CUST-1033,27-01-2024,Monster Ultra White,Energy Drinks,2,3.75,7.5
ORD-5128,CUST-1095,02-02-2024,Monster Energy Original,Energy Drinks,6,3.5,21
ORD-5128,CUST-1095,02-02-2024,Monster Ultra White,Energy Drinks,10,3.75,37.5
ORD-5128,CUST-1095,02-02-2024,Diet Coke,Carbonated Soft Drinks,8,1.5,12
ORD-5128,CUST-1095,02-02-2024,Monster Ultra White,Energy Drinks,4,3.75,15
ORD-5129,CUST-1078,23-01-2024,Monster Energy Original,Energy Drinks,11,3.5,38.5
ORD-5129,CUST-1078,23-01-2024,Coca-Cola Classic,Carbonated Soft Drinks,1,1.5,1.5
ORD-5129,CUST-1078,23-01-2024,Monster Energy Original,Energy Drinks,7,3.5,24.5
ORD-5130,CUST-1054,17-12-2024,Monster Energy Original,Energy Drinks,12,3.5,42
ORD-5131,CUST-1056,07-02-2024,Minute Maid Orange Juice,Juices & Plant-Based,10,2.5,25
ORD-5132,CUST-1018,03-02-2024,Fanta Orange,Carbonated Soft Drinks,10,1.45,14.5
ORD-5132,CUST-1018,03-02-2024,Kinley Soda,Hydration,10,1.2,12
ORD-5133,CUST-1070,30-12-2024,Minute Maid Lemonade,Juices & Plant-Based,10,2.25,22.5
ORD-5133,CUST-1070,30-12-2024,Monster Ultra White,Energy Drinks,5,3.75,18.75
ORD-5133,CUST-1070,30-12-2024,Monster Energy Original,Energy Drinks,9,3.5,31.5
ORD-5134,CUST-1077,08-08-2024,Fairlife Protein Shake,Juices & Plant-Based,12,5,60
ORD-5135,CUST-1014,12-03-2025,Minute Maid Lemonade,Juices & Plant-Based,8,2.25,18
ORD-5135,CUST-1014,12-03-2025,Sprite,Carbonated Soft Drinks,7,1.45,10.15
ORD-5136,CUST-1043,27-02-2025,Minute Maid Lemonade,Juices & Plant-Based,7,2.25,15.75
ORD-5136,CUST-1043,27-02-2025,Fairlife 2% Milk,Juices & Plant-Based,2,4.5,9
ORD-5136,CUST-1043,27-02-2025,Minute Maid Orange Juice,Juices & Plant-Based,7,2.5,17.5
ORD-5136,CUST-1043,27-02-2025,Minute Maid Orange Juice,Juices & Plant-Based,11,2.5,27.5
ORD-5137,CUST-1032,10-07-2024,Kinley Soda,Hydration,8,1.2,9.6
ORD-5137,CUST-1032,10-07-2024,Diet Coke,Carbonated Soft Drinks,2,1.5,3
ORD-5138,CUST-1010,17-02-2024,Diet Coke,Carbonated Soft Drinks,12,1.5,18
ORD-5138,CUST-1010,17-02-2024,Fairlife 2% Milk,Juices & Plant-Based,6,4.5,27
ORD-5138,CUST-1010,17-02-2024,Fairlife Protein Shake,Juices & Plant-Based,3,5,15
ORD-5138,CUST-1010,17-02-2024,Monster Ultra White,Energy Drinks,1,3.75,3.75
ORD-5139,CUST-1075,14-10-2024,Kinley Soda,Hydration,2,1.2,2.4
ORD-5139,CUST-1075,14-10-2024,Minute Maid Lemonade,Juices & Plant-Based,6,2.25,13.5
ORD-5139,CUST-1075,14-10-2024,Honest Tea Peach,Tea & Coffee,11,2.2,24.2
ORD-5140,CUST-1096,04-08-2024,Fanta Orange,Carbonated Soft Drinks,10,1.45,14.5
ORD-5141,CUST-1039,29-06-2024,Kinley Water 500ml,Hydration,9,1,9
ORD-5142,CUST-1027,20-03-2024,Sprite,Carbonated Soft Drinks,2,1.45,2.9
ORD-5142,CUST-1027,20-03-2024,Minute Maid Orange Juice,Juices & Plant-Based,9,2.5,22.5
ORD-5142,CUST-1027,20-03-2024,Minute Maid Orange Juice,Juices & Plant-Based,2,2.5,5
ORD-5142,CUST-1027,20-03-2024,Fairlife Protein Shake,Juices & Plant-Based,5,5,25
ORD-5143,CUST-1073,25-04-2024,Honest Tea Peach,Tea & Coffee,9,2.2,19.8
ORD-5143,CUST-1073,25-04-2024,Fairlife Protein Shake,Juices & Plant-Based,10,5,50
ORD-5143,CUST-1073,25-04-2024,Kinley Water 500ml,Hydration,11,1,11
ORD-5143,CUST-1073,25-04-2024,Kinley Soda,Hydration,9,1.2,10.8
ORD-5144,CUST-1003,07-11-2024,Coca-Cola Classic,Carbonated Soft Drinks,3,1.5,4.5
ORD-5144,CUST-1003,07-11-2024,Fanta Orange,Carbonated Soft Drinks,12,1.45,17.4
ORD-5144,CUST-1003,07-11-2024,Fairlife Protein Shake,Juices & Plant-Based,5,5,25
ORD-5145,CUST-1043,28-06-2024,Coke Zero Sugar,Carbonated Soft Drinks,3,1.6,4.8
ORD-5146,CUST-1072,02-12-2024,Diet Coke,Carbonated Soft Drinks,3,1.5,4.5
ORD-5146,CUST-1072,02-12-2024,Fairlife 2% Milk,Juices & Plant-Based,11,4.5,49.5
ORD-5146,CUST-1072,02-12-2024,Coca-Cola Classic,Carbonated Soft Drinks,2,1.5,3
ORD-5146,CUST-1072,02-12-2024,Fairlife 2% Milk,Juices & Plant-Based,9,4.5,40.5
ORD-5147,CUST-1027,11-07-2024,Monster Energy Original,Energy Drinks,6,3.5,21
ORD-5147,CUST-1027,11-07-2024,Coke Zero Sugar,Carbonated Soft Drinks,6,1.6,9.6
ORD-5147,CUST-1027,11-07-2024,Fanta Orange,Carbonated Soft Drinks,12,1.45,17.4
ORD-5147,CUST-1027,11-07-2024,Minute Maid Orange Juice,Juices & Plant-Based,10,2.5,25
ORD-5148,CUST-1076,13-02-2024,Coke Zero Sugar,Carbonated Soft Drinks,3,1.6,4.8
ORD-5149,CUST-1096,12-11-2024,Kinley Soda,Hydration,2,1.2,2.4
ORD-5150,CUST-1034,14-08-2024,Monster Energy Original,Energy Drinks,10,3.5,35
ORD-5150,CUST-1034,14-08-2024,Monster Energy Original,Energy Drinks,7,3.5,24.5
ORD-5150,CUST-1034,14-08-2024,Fanta Orange,Carbonated Soft Drinks,4,1.45,5.8
ORD-5150,CUST-1034,14-08-2024,Fairlife Protein Shake,Juices & Plant-Based,9,5,45
ORD-5151,CUST-1014,25-06-2024,Diet Coke,Carbonated Soft Drinks,5,1.5,7.5
ORD-5151,CUST-1014,25-06-2024,Kinley Soda,Hydration,11,1.2,13.2
ORD-5151,CUST-1014,25-06-2024,Kinley Water 500ml,Hydration,8,1,8
ORD-5151,CUST-1014,25-06-2024,Monster Ultra White,Energy Drinks,11,3.75,41.25
ORD-5152,CUST-1039,24-01-2024,Minute Maid Lemonade,Juices & Plant-Based,10,2.25,22.5
ORD-5152,CUST-1039,24-01-2024,Coca-Cola Classic,Carbonated Soft Drinks,1,1.5,1.5
ORD-5153,CUST-1026,03-06-2024,Fairlife Protein Shake,Juices & Plant-Based,3,5,15
ORD-5153,CUST-1026,03-06-2024,Fairlife Protein Shake,Juices & Plant-Based,5,5,25
ORD-5154,CUST-1037,16-06-2024,Coca-Cola Classic,Carbonated Soft Drinks,8,1.5,12
ORD-5155,CUST-1095,08-08-2024,Coke Zero Sugar,Carbonated Soft Drinks,7,1.6,11.2
ORD-5155,CUST-1095,08-08-2024,Monster Ultra White,Energy Drinks,12,3.75,45
ORD-5156,CUST-1029,13-09-2024,Diet Coke,Carbonated Soft Drinks,7,1.5,10.5
ORD-5156,CUST-1029,13-09-2024,Honest Tea Peach,Tea & Coffee,12,2.2,26.4
ORD-5156,CUST-1029,13-09-2024,Coca-Cola Classic,Carbonated Soft Drinks,7,1.5,10.5
ORD-5157,CUST-1002,23-08-2024,Honest Tea Peach,Tea & Coffee,6,2.2,13.2
ORD-5158,CUST-1073,07-08-2024,Fairlife 2% Milk,Juices & Plant-Based,11,4.5,49.5
ORD-5158,CUST-1073,07-08-2024,Minute Maid Lemonade,Juices & Plant-Based,5,2.25,11.25
ORD-5158,CUST-1073,07-08-2024,Diet Coke,Carbonated Soft Drinks,7,1.5,10.5
ORD-5158,CUST-1073,07-08-2024,Coca-Cola Classic,Carbonated Soft Drinks,6,1.5,9
ORD-5159,CUST-1021,14-02-2025,Honest Tea Peach,Tea & Coffee,12,2.2,26.4
ORD-5159,CUST-1021,14-02-2025,Minute Maid Orange Juice,Juices & Plant-Based,2,2.5,5
ORD-5159,CUST-1021,14-02-2025,Minute Maid Lemonade,Juices & Plant-Based,2,2.25,4.5
ORD-5159,CUST-1021,14-02-2025,Sprite,Carbonated Soft Drinks,7,1.45,10.15
ORD-5160,CUST-1075,24-07-2024,Minute Maid Lemonade,Juices & Plant-Based,5,2.25,11.25
ORD-5161,CUST-1095,22-06-2024,Minute Maid Orange Juice,Juices & Plant-Based,3,2.5,7.5
ORD-5161,CUST-1095,22-06-2024,Diet Coke,Carbonated Soft Drinks,9,1.5,13.5
ORD-5162,CUST-1081,28-02-2024,Fairlife Protein Shake,Juices & Plant-Based,6,5,30
ORD-5162,CUST-1081,28-02-2024,Minute Maid Orange Juice,Juices & Plant-Based,12,2.5,30
ORD-5163,CUST-1082,21-02-2025,Sprite,Carbonated Soft Drinks,2,1.45,2.9
ORD-5163,CUST-1082,21-02-2025,Coke Zero Sugar,Carbonated Soft Drinks,5,1.6,8
ORD-5164,CUST-1025,29-03-2024,Fairlife Protein Shake,Juices & Plant-Based,11,5,55
ORD-5164,CUST-1025,29-03-2024,Diet Coke,Carbonated Soft Drinks,3,1.5,4.5
ORD-5165,CUST-1098,17-11-2024,Monster Energy Original,Energy Drinks,10,3.5,35
ORD-5165,CUST-1098,17-11-2024,Fairlife Protein Shake,Juices & Plant-Based,10,5,50
ORD-5165,CUST-1098,17-11-2024,Monster Energy Original,Energy Drinks,11,3.5,38.5
ORD-5165,CUST-1098,17-11-2024,Kinley Water 500ml,Hydration,11,1,11
ORD-5166,CUST-1081,15-11-2024,Honest Tea Peach,Tea & Coffee,11,2.2,24.2
ORD-5166,CUST-1081,15-11-2024,Minute Maid Orange Juice,Juices & Plant-Based,3,2.5,7.5
ORD-5166,CUST-1081,15-11-2024,Monster Energy Original,Energy Drinks,2,3.5,7
ORD-5167,CUST-1060,14-08-2024,Fairlife Protein Shake,Juices & Plant-Based,5,5,25
ORD-5167,CUST-1060,14-08-2024,Kinley Water 500ml,Hydration,1,1,1
ORD-5167,CUST-1060,14-08-2024,Minute Maid Orange Juice,Juices & Plant-Based,9,2.5,22.5
ORD-5168,CUST-1009,07-06-2024,Monster Energy Original,Energy Drinks,1,3.5,3.5
ORD-5168,CUST-1009,07-06-2024,Coca-Cola Classic,Carbonated Soft Drinks,6,1.5,9
ORD-5168,CUST-1009,07-06-2024,Honest Tea Peach,Tea & Coffee,5,2.2,11
ORD-5168,CUST-1009,07-06-2024,Diet Coke,Carbonated Soft Drinks,11,1.5,16.5
ORD-5169,CUST-1011,10-11-2024,Monster Energy Original,Energy Drinks,10,3.5,35
ORD-5169,CUST-1011,10-11-2024,Monster Ultra White,Energy Drinks,12,3.75,45
ORD-5169,CUST-1011,10-11-2024,Coca-Cola Classic,Carbonated Soft Drinks,8,1.5,12
ORD-5169,CUST-1011,10-11-2024,Fairlife Protein Shake,Juices & Plant-Based,10,5,50
ORD-5170,CUST-1083,06-04-2024,Kinley Water 500ml,Hydration,8,1,8
ORD-5170,CUST-1083,06-04-2024,Monster Ultra White,Energy Drinks,3,3.75,11.25
ORD-5170,CUST-1083,06-04-2024,Coca-Cola Classic,Carbonated Soft Drinks,8,1.5,12
ORD-5171,CUST-1013,19-02-2025,Fairlife 2% Milk,Juices & Plant-Based,2,4.5,9
ORD-5171,CUST-1013,19-02-2025,Monster Ultra White,Energy Drinks,11,3.75,41.25
ORD-5171,CUST-1013,19-02-2025,Coke Zero Sugar,Carbonated Soft Drinks,1,1.6,1.6
ORD-5172,CUST-1031,28-12-2024,Monster Energy Original,Energy Drinks,9,3.5,31.5
ORD-5172,CUST-1031,28-12-2024,Monster Ultra White,Energy Drinks,10,3.75,37.5
ORD-5172,CUST-1031,28-12-2024,Coke Zero Sugar,Carbonated Soft Drinks,6,1.6,9.6
ORD-5172,CUST-1031,28-12-2024,Minute Maid Orange Juice,Juices & Plant-Based,5,2.5,12.5
ORD-5173,CUST-1049,28-07-2024,Kinley Soda,Hydration,10,1.2,12
ORD-5173,CUST-1049,28-07-2024,Coca-Cola Classic,Carbonated Soft Drinks,11,1.5,16.5
ORD-5173,CUST-1049,28-07-2024,Kinley Soda,Hydration,6,1.2,7.2
ORD-5174,CUST-1008,17-06-2024,Monster Ultra White,Energy Drinks,11,3.75,41.25
ORD-5175,CUST-1049,25-05-2024,Fairlife 2% Milk,Juices & Plant-Based,11,4.5,49.5
ORD-5175,CUST-1049,25-05-2024,Kinley Water 500ml,Hydration,3,1,3
ORD-5175,CUST-1049,25-05-2024,Minute Maid Orange Juice,Juices & Plant-Based,2,2.5,5
ORD-5176,CUST-1074,05-12-2024,Minute Maid Orange Juice,Juices & Plant-Based,5,2.5,12.5
ORD-5176,CUST-1074,05-12-2024,Kinley Soda,Hydration,12,1.2,14.4
ORD-5177,CUST-1084,19-07-2024,Kinley Water 500ml,Hydration,12,1,12
ORD-5177,CUST-1084,19-07-2024,Diet Coke,Carbonated Soft Drinks,5,1.5,7.5
ORD-5178,CUST-1071,11-07-2024,Honest Tea Peach,Tea & Coffee,3,2.2,6.6
ORD-5178,CUST-1071,11-07-2024,Kinley Soda,Hydration,12,1.2,14.4
ORD-5178,CUST-1071,11-07-2024,Honest Tea Peach,Tea & Coffee,12,2.2,26.4
ORD-5179,CUST-1087,12-04-2025,Kinley Soda,Hydration,11,1.2,13.2
ORD-5180,CUST-1054,17-09-2024,Coca-Cola Classic,Carbonated Soft Drinks,6,1.5,9
ORD-5180,CUST-1054,17-09-2024,Fanta Orange,Carbonated Soft Drinks,3,1.45,4.35
ORD-5180,CUST-1054,17-09-2024,Sprite,Carbonated Soft Drinks,6,1.45,8.7
ORD-5181,CUST-1098,05-09-2024,Sprite,Carbonated Soft Drinks,3,1.45,4.35
ORD-5181,CUST-1098,05-09-2024,Coke Zero Sugar,Carbonated Soft Drinks,2,1.6,3.2
ORD-5182,CUST-1037,08-03-2025,Monster Ultra White,Energy Drinks,9,3.75,33.75
ORD-5183,CUST-1094,28-03-2025,Kinley Soda,Hydration,6,1.2,7.2
ORD-5184,CUST-1098,12-11-2024,Kinley Water 500ml,Hydration,7,1,7
ORD-5184,CUST-1098,12-11-2024,Coke Zero Sugar,Carbonated Soft Drinks,3,1.6,4.8
ORD-5185,CUST-1023,01-03-2025,Fairlife 2% Milk,Juices & Plant-Based,8,4.5,36
ORD-5185,CUST-1023,01-03-2025,Coca-Cola Classic,Carbonated Soft Drinks,7,1.5,10.5
ORD-5186,CUST-1046,12-12-2024,Monster Energy Original,Energy Drinks,10,3.5,35
ORD-5186,CUST-1046,12-12-2024,Fanta Orange,Carbonated Soft Drinks,12,1.45,17.4
ORD-5187,CUST-1057,29-04-2024,Fanta Orange,Carbonated Soft Drinks,8,1.45,11.6
ORD-5187,CUST-1057,29-04-2024,Honest Tea Peach,Tea & Coffee,4,2.2,8.8
ORD-5188,CUST-1047,13-12-2024,Monster Energy Original,Energy Drinks,5,3.5,17.5
ORD-5188,CUST-1047,13-12-2024,Fairlife Protein Shake,Juices & Plant-Based,7,5,35
ORD-5188,CUST-1047,13-12-2024,Monster Ultra White,Energy Drinks,9,3.75,33.75
ORD-5188,CUST-1047,13-12-2024,Minute Maid Lemonade,Juices & Plant-Based,3,2.25,6.75
ORD-5189,CUST-1025,14-02-2025,Honest Tea Peach,Tea & Coffee,5,2.2,11
ORD-5189,CUST-1025,14-02-2025,Coca-Cola Classic,Carbonated Soft Drinks,11,1.5,16.5
ORD-5190,CUST-1061,23-03-2025,Monster Ultra White,Energy Drinks,2,3.75,7.5
ORD-5190,CUST-1061,23-03-2025,Fairlife 2% Milk,Juices & Plant-Based,9,4.5,40.5
ORD-5190,CUST-1061,23-03-2025,Honest Tea Peach,Tea & Coffee,2,2.2,4.4
ORD-5191,CUST-1036,12-02-2024,Fanta Orange,Carbonated Soft Drinks,8,1.45,11.6
ORD-5191,CUST-1036,12-02-2024,Monster Ultra White,Energy Drinks,3,3.75,11.25
ORD-5192,CUST-1055,16-02-2024,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5192,CUST-1055,16-02-2024,Minute Maid Orange Juice,Juices & Plant-Based,1,2.5,2.5
ORD-5193,CUST-1053,28-01-2024,Monster Ultra White,Energy Drinks,6,3.75,22.5
ORD-5193,CUST-1053,28-01-2024,Sprite,Carbonated Soft Drinks,7,1.45,10.15
ORD-5193,CUST-1053,28-01-2024,Diet Coke,Carbonated Soft Drinks,6,1.5,9
ORD-5193,CUST-1053,28-01-2024,Sprite,Carbonated Soft Drinks,1,1.45,1.45
ORD-5194,CUST-1040,21-04-2025,Honest Tea Peach,Tea & Coffee,12,2.2,26.4
ORD-5195,CUST-1083,20-06-2024,Coke Zero Sugar,Carbonated Soft Drinks,1,1.6,1.6
ORD-5195,CUST-1083,20-06-2024,Fanta Orange,Carbonated Soft Drinks,8,1.45,11.6
ORD-5196,CUST-1089,01-03-2025,Fairlife Protein Shake,Juices & Plant-Based,12,5,60
ORD-5196,CUST-1089,01-03-2025,Monster Energy Original,Energy Drinks,8,3.5,28
ORD-5197,CUST-1078,03-01-2024,Coca-Cola Classic,Carbonated Soft Drinks,5,1.5,7.5
ORD-5198,CUST-1027,03-03-2025,Monster Ultra White,Energy Drinks,12,3.75,45
ORD-5198,CUST-1027,03-03-2025,Kinley Water 500ml,Hydration,9,1,9
ORD-5199,CUST-1054,26-02-2024,Sprite,Carbonated Soft Drinks,5,1.45,7.25
ORD-5199,CUST-1054,26-02-2024,Diet Coke,Carbonated Soft Drinks,1,1.5,1.5
ORD-5199,CUST-1054,26-02-2024,Sprite,Carbonated Soft Drinks,7,1.45,10.15
ORD-5200,CUST-1081,10-02-2025,Diet Coke,Carbonated Soft Drinks,2,1.5,3
ORD-5200,CUST-1081,10-02-2025,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5200,CUST-1081,10-02-2025,Kinley Water 500ml,Hydration,9,1,9
ORD-5200,CUST-1081,10-02-2025,Coca-Cola Classic,Carbonated Soft Drinks,11,1.5,16.5
ORD-5201,CUST-1065,21-10-2024,Fairlife 2% Milk,Juices & Plant-Based,3,4.5,13.5
ORD-5201,CUST-1065,21-10-2024,Fanta Orange,Carbonated Soft Drinks,7,1.45,10.15
ORD-5202,CUST-1000,10-11-2024,Sprite,Carbonated Soft Drinks,10,1.45,14.5
ORD-5202,CUST-1000,10-11-2024,Minute Maid Lemonade,Juices & Plant-Based,3,2.25,6.75
ORD-5202,CUST-1000,10-11-2024,Kinley Soda,Hydration,11,1.2,13.2
ORD-5203,CUST-1010,25-09-2024,Diet Coke,Carbonated Soft Drinks,9,1.5,13.5
ORD-5203,CUST-1010,25-09-2024,Monster Ultra White,Energy Drinks,9,3.75,33.75
ORD-5203,CUST-1010,25-09-2024,Fairlife Protein Shake,Juices & Plant-Based,9,5,45
ORD-5204,CUST-1070,11-01-2024,Honest Tea Peach,Tea & Coffee,8,2.2,17.6
ORD-5204,CUST-1070,11-01-2024,Coca-Cola Classic,Carbonated Soft Drinks,11,1.5,16.5
ORD-5204,CUST-1070,11-01-2024,Minute Maid Lemonade,Juices & Plant-Based,6,2.25,13.5
ORD-5204,CUST-1070,11-01-2024,Fanta Orange,Carbonated Soft Drinks,12,1.45,17.4
ORD-5205,CUST-1002,01-07-2024,Minute Maid Orange Juice,Juices & Plant-Based,4,2.5,10
ORD-5206,CUST-1093,02-12-2024,Fairlife Protein Shake,Juices & Plant-Based,10,5,50
ORD-5207,CUST-1094,22-01-2025,Coke Zero Sugar,Carbonated Soft Drinks,1,1.6,1.6
ORD-5207,CUST-1094,22-01-2025,Minute Maid Orange Juice,Juices & Plant-Based,9,2.5,22.5
ORD-5207,CUST-1094,22-01-2025,Minute Maid Orange Juice,Juices & Plant-Based,11,2.5,27.5
ORD-5208,CUST-1022,01-03-2025,Fairlife 2% Milk,Juices & Plant-Based,8,4.5,36
ORD-5208,CUST-1022,01-03-2025,Kinley Soda,Hydration,3,1.2,3.6
ORD-5208,CUST-1022,01-03-2025,Fairlife Protein Shake,Juices & Plant-Based,3,5,15
ORD-5208,CUST-1022,01-03-2025,Diet Coke,Carbonated Soft Drinks,12,1.5,18
ORD-5209,CUST-1099,22-08-2024,Fanta Orange,Carbonated Soft Drinks,4,1.45,5.8
ORD-5210,CUST-1005,09-02-2025,Coca-Cola Classic,Carbonated Soft Drinks,6,1.5,9
ORD-5210,CUST-1005,09-02-2025,Fanta Orange,Carbonated Soft Drinks,9,1.45,13.05
ORD-5211,CUST-1050,21-02-2025,Fanta Orange,Carbonated Soft Drinks,1,1.45,1.45
ORD-5211,CUST-1050,21-02-2025,Fairlife Protein Shake,Juices & Plant-Based,11,5,55
ORD-5211,CUST-1050,21-02-2025,Sprite,Carbonated Soft Drinks,5,1.45,7.25
ORD-5211,CUST-1050,21-02-2025,Minute Maid Orange Juice,Juices & Plant-Based,1,2.5,2.5
ORD-5212,CUST-1083,18-06-2024,Diet Coke,Carbonated Soft Drinks,6,1.5,9
ORD-5212,CUST-1083,18-06-2024,Minute Maid Lemonade,Juices & Plant-Based,7,2.25,15.75
ORD-5212,CUST-1083,18-06-2024,Fairlife 2% Milk,Juices & Plant-Based,8,4.5,36
ORD-5213,CUST-1049,22-06-2024,Monster Energy Original,Energy Drinks,12,3.5,42
